fcode	fsubgrp	fname	bunit	diarym	unitfo	dilfac	maxw	nut1	nut2	nut3	nut4	nut5	nut6	nut7	nut8	nut9	nut10	nut11	nut12	nut13	nut14	nut15	nut16	nut17	nut18	nut19	nut20	nut21	nut22	nut23	nut24	nut25	nut26	nut27	nut28	nut29	nut30	nut31	nut32	nut33	nut34	nut35	nut36	nut37	nut38	nut39	nut40	nut41	nut42	nut43	nut44	nut45	nut46	nut47	nut48	nut49	nut50	nut51	nut52	nut53	nut54	nut55
8950	23R	MINCE IN UNTHICK	100	1	Grams	1	400	78.18	1.06	.41	.91	116.75	486.31	11.74	7.12	1.48	0	169.96	138.83	16.74	9.84	87.25	1.31	.05	2.62	140.81	8.43	4.59	1187.17	.45	.04	.11	4.97	1.11	.25	.18	1.12	22.45	.24	2.55	3.11	2.83	.07	.19	.34	40.31	.21	.48	.19	0	0	.17	.72	.04	1014.7	344.73	0	.46	.84	.01	1.05	1.88
8951	31R	BEEF VEGETABLE P	100	1	Grams	1	350	51.49	.95	23.28	1.5	264.56	1104.9	7.12	16.11	24.23	0	224.57	194.05	42.3	13.39	68.09	.96	.06	1.33	362.23	10.35	58.16	106.82	.8	.12	.03	2.42	3.41	4.66	.18	.34	14.2	.24	.54	4.64	5.2	.11	4.5	.75	19.13	.28	.25	.23	.09	.04	.02	1.3	.18	106.71	.34	0	.12	.83	.01	.93	1.17
8952	23R	BOLOGNAISE SAUCE	100	1	Grams	1	300	70.85	2.27	3	.91	143.78	601.4	13.48	7.78	5.27	0	203.07	314.19	26.96	17.12	109.3	1.64	.15	2.93	216.38	10.94	5.01	155.17	.5	.07	.16	6.16	6.82	.92	.26	1.22	27.53	.5	4.87	3.4	3.09	.08	.19	.37	43.98	.94	.15	.97	0	0	.14	.72	.1	150.84	0	7.18	.51	1.13	.01	2.25	2.16
8953	7R	COCONUT BISCUITS	100	1	Grams	1	60	2.26	32.59	26.74	4.53	522.75	2187	4.92	31.18	59.34	0	272.81	161.13	135.55	21.61	201.45	1.46	.18	.49	263.71	12.56	131.15	48.65	1.39	.08	.04	1.74	0	2.56	.09	.16	6.48	.24	2.2	15.19	9.38	.46	2.73	1.45	71.47	.21	31.92	.29	.15	0	0	3.1	.48	48.65	0	0	0	1.43	31.04	1.55	.86
8954	15R	JELLY MADE WITH	100	1	Grams	1	130	67.71	19.85	0	0	136.54	575.15	5.48	4.4	19.85	0	90.72	175.09	144.06	14.6	123.65	.57	.05	.42	124.8	5.15	49.21	46.87	1.85	.03	.19	1.03	.46	.09	.04	.04	5.15	.32	1.87	2.76	1.07	.03	.08	.21	15.93	3.65	9.01	1.8	3.98	1.37	0	0	0	46.87	0	0	0	.57	15.86	3.98	.89
8955	34A	FISH PIE WITH PR	100	1	Grams	1	350	76.44	1.12	13.21	1.01	91.66	388.45	6.71	1.21	14.34	0	136.45	289.14	50.55	18.67	99.66	.48	.07	.54	230.63	21.77	9.91	3.77	0	.14	.06	1.91	4.42	.37	.28	1.08	23.09	.37	.55	.69	.26	.03	.06	.04	27.72	.14	.28	.07	.62	0	0	.86	.07	3.77	0	0	.05	.42	0	1.12	1.06
8956	33R	FISH CAKES IN BA	100	1	Grams	1	250	48.37	1.76	30.09	1.36	210.3	888.78	10.55	5.43	31.86	0	583.03	287.74	168.66	25.89	185.62	1.69	.09	.76	788.74	46.93	38.58	6.09	.22	.12	.18	3.8	.28	.42	.28	1.05	19.44	.49	3.98	1.62	2	.3	.82	.09	66.33	.12	.07	.12	1.39	.04	0	1.1	.32	6.09	0	0	0	1.69	0	1.76	1.71
8957	50A	BAMBU CHICORY DR	100	1	Grams	21	40	36.9	53.8	2.2	0	218	931	1.6	.2	56	0	65	750	30	39	90	.7	.6	.5	85	5	0	0	0	0	.03	3.2	0	0	0	0	4	.1	30	.12	.07	0	.01	0	0	2.9	47.5	3.4	0	0	0	0	.1	0	0	0	0	.7	53.8	0	.25
8958	5R	KELLOGGS NUT FEA	100	1	GRAMS	1	100	8	20.9	52.8	8.4	392	1662	11	8	73.7	0	800	400	50	80	250	7.9	.54	2	1232	1	0	0	2.8	1.2	1.3	17.1	0	2.1	1.7	.8	167	.8	16	1.45	3.65	0	2.51	0	0	1.6	18.1	.4	.4	.4	0	7	1.39	0	0	0	0	7.9	16.1	4.8	1.76
8959	31R	BEEF & VEG PIE W	100	1	Grams	1	350	62.91	1.64	10.17	1.09	197	822.84	12.42	11.43	11.81	0	259.69	144.51	31.22	11.03	86.25	1.3	.04	3	294.65	8.6	30.58	1494.18	.62	.06	.06	4.22	.99	.51	.16	.85	19.78	.21	.9	4.55	4.28	.06	1.1	.67	48.54	.46	.54	.39	.04	.02	.15	.97	.1	1278.33	431.68	0	.36	.93	.02	1.61	1.99
8960	38B	OLD POTATOES ROA	100	1	Grams	1	360	71.8	.67	18.78	1.81	124.71	523.65	2.37	4.65	19.46	0	8.01	407.48	5.7	19.28	42	.45	.09	.33	74.87	3.39	0	0	0	.2	.01	.89	12.44	.06	.45	0	23.76	.31	0	1.36	1.98	.16	.85	0	4.15	.22	.33	.11	0	0	0	1.47	.11	0	0	0	0	.45	0	.67	.37
8961	37R	CABBAGE, CARROTS	100	1	Grams	1	300	58.64	10.06	.46	5.2	255.77	1056	2.4	22.86	10.53	0	22.66	446.66	65.33	8	58.66	1.26	.03	.33	88	6.44	0	5926.66	0	.27	.04	.65	38.66	5.78	.53	0	30.6	.4	1.33	2.11	10.81	1.93	6.61	.24	0	3.6	2.8	3.26	0	0	.4	4.46	.33	5120	1616.66	0	0	1.26	0	10.06	.38
8962	7R	SIRO (WHITE FLOU	100	1	Grams	1	60	22.26	28.73	40.71	1.92	333.37	1412.2	5.02	5.84	69.45	0	2.98	81.53	76.14	10.95	58.78	1.09	.11	.34	43.28	5.91	0	0	0	.12	.01	1.92	0	.65	.1	0	5.87	.11	.53	2.45	1.85	.02	.71	.05	0	.26	28.09	.26	0	.1	0	1.65	.32	0	0	0	0	1.06	27.93	.8	.87
8963	37G	POTATOES FRIED I	100	1	Grams	1	360	79.45	3.51	8.62	1.73	82.5	347.78	2.26	3.1	12.13	0	73.14	464.82	17.03	21.9	42.16	.68	.12	.27	170.25	5.2	0	246.91	0	.14	.02	1.34	19.02	1.66	.31	0	22.95	.36	2.24	1.34	1	.02	.39	.02	0	1.59	.15	1.64	0	0	0	1.47	.17	239.05	0	12.34	0	.68	.06	3.44	.36
8964	4R	PURI MADE WITH W	100	1	Grams	1	160	7.98	1.51	76	3.59	393.55	1666	9.6	7.12	77.51	0	28.36	153.94	141.15	20.1	112.91	1.99	.16	.6	111.96	11.49	14.8	28.32	.11	.22	.01	3.64	0	.89	.19	0	10.97	.21	.99	2.69	2.08	.07	1.09	.21	1.01	.49	.29	.49	.01	.19	0	3.09	.59	28.09	.42	0	0	1.99	0	1.51	1.67
8965	33R	FISHCAKE IN A TE	100	1	Grams	1	250	49.09	4.92	22.45	1.88	242.66	1018.9	9.83	11.19	27.38	0	177.23	249.99	69.22	22.85	128.31	1.19	.1	.53	259.36	37.03	9.05	2.27	.04	.14	.09	3.27	1.71	.76	.14	.84	36.99	.34	3.37	1.96	3.21	.55	3.81	.59	40.97	1.82	.36	1.9	.4	.4	0	1.06	.23	2.27	0	0	0	1.19	2.4	2.52	1.61
8966	27R	CHICKEN & PINEAP	100	1	Grams	1	400	66.56	6.2	.05	.99	161.69	677.69	17.38	7.63	6.25	0	196.51	333.28	15.33	23.47	131.34	.7	.12	.66	288.47	6.84	22.47	700.46	0	.07	.08	8.59	18.77	.73	.27	.11	9.82	.66	1.97	1.63	4.4	.12	1	.05	36.51	2.29	1.61	2.14	.01	0	.14	.82	.26	583.5	23.83	210.57	.11	.58	2.85	3.34	2.78
8967	23R	BOLOGNAISE SAUCE	100	1	Grams	1	300	71.26	6.55	.29	1.35	104	440.16	14.76	2.16	6.84	0	219.79	603.2	23.1	27.64	148.5	1.89	.23	3.53	367.47	10.02	0	305.14	.46	.23	.2	6.72	9.59	1.54	.36	1.11	17.19	.78	3.69	.83	.86	.05	.09	.06	38.73	2.24	1.64	2.36	0	0	.25	1.12	.11	296.3	0	16.13	.46	1.43	2.21	4.34	2.35
8968	43R	LOLLIPOPS (NOT I	100	1	GRAMS	1	120	10.2	86.9	.4	0	327	1397	0	0	87.3	0	25	8	5	2	12	.4	.09	0	68	0	0	0	0	0	0	0	142.9	0	0	0	0	0	0	0	0	0	0	0	0	8.5	67.7	1.4	0	9.3	0	0	.02	0	0	0	0	.4	86.9	0	0
8969	7R	HOMEMADE PEANUT	100	1	Grams	1	60	8.44	36.48	23.59	2.28	465.37	1953.33	8.4	22.98	60.07	0	189.64	185.78	130.06	37.59	224.9	1.45	.21	.9	138.66	18.15	155.85	65.44	.4	.1	.08	4.3	0	1.26	.16	.39	15.14	.53	17.96	10.53	6.54	2.48	1.01	.56	99.96	.18	36.14	.15	0	0	0	1.76	.44	65.44	0	0	0	1.44	35.92	.56	1.47
8970	8R	HOMEMADE CHOCOLA	100	1	Grams	1	190	1.48	46.32	19.32	7.98	438.8	1846.3	6.92	18.32	65.65	0	374.56	388.98	39.3	104.2	225.28	8.75	.57	2.04	576.67	5.59	9.43	9.43	.92	.4	.56	7.3	0	.88	.07	.12	26.08	.52	5.96	10.69	5.66	.07	.93	.03	3.77	.63	44.71	.7	.12	.18	0	6.39	.42	9.43	0	0	0	8.75	44.71	1.6	1.15
8971	25R	ORIENTAL PORK	100	1	Grams	1	400	77.96	6.38	.16	.65	97.61	408.98	8.18	4.48	6.54	0	346.57	270.72	41.5	16.43	105.51	.64	.1	.69	589.73	10.03	33.37	74.54	.24	.39	.12	3.88	10.42	.33	.27	.45	5.56	.47	1.72	2.45	1.17	.07	.29	.14	25.11	1.62	1.57	1.82	1.25	0	.11	.5	.06	73.2	1.12	1.37	.05	.58	4.04	2.34	1.3
8972	27R	TURKEY STEW	100	1	Grams	1	400	82.6	2.26	.06	.99	75.2	315.34	10.56	2.68	2.32	0	48.65	179.12	15.06	11.11	75.97	.62	.09	.77	51.78	4.28	17.45	2245.39	0	.06	.06	4.44	1.48	.51	.19	.13	10.12	.48	1.68	.82	1.09	.09	.44	.04	33.86	.7	.73	.6	0	0	.21	.9	.04	1913.21	662.84	1.48	.17	.44	0	2.26	1.69
8973	50B	TURKEY, HAM AND	100	1	Grams	1	500	90.01	.99	3.35	.69	35.55	149.6	3.8	.43	4.34	0	221.73	120.73	13.16	7.72	47.64	.31	.03	.3	302.68	4.56	3.14	425.74	.01	.05	.02	2.04	1.23	.11	.12	.13	8.65	.15	.39	.14	.09	.05	.08	0	6.31	.26	.36	.23	0	0	.15	.65	.07	376.28	98.92	0	.02	.29	.35	.63	.6
8974	35R	CAULIFLOWER CHEE	100	1	Grams	1	200	77.5	3.58	2.66	1.14	112.02	468.69	6.95	6.76	6.24	0	95.74	222.55	90.24	16.15	117.82	.62	.04	.55	164.07	7.76	22.06	254.91	.37	.07	.1	3.84	14.99	1.24	.18	.79	26.85	.37	2.05	1.79	2.74	.42	1.23	.13	12.12	.83	.07	.84	1.8	0	.03	1.01	.13	248.85	0	11.75	.07	.55	0	3.58	1.1
8975	8R	COFFEE CAKE WITH	100	1	Grams	1	190	16	41.29	12.18	.99	450.58	1886.51	4.63	25.76	53.48	0	294.19	100.27	81.68	15.89	137.68	.86	.16	.52	392.44	21.93	159.2	228.46	1.87	.06	.08	1.51	.02	2.88	.08	.41	9.7	.36	5.14	8.44	8.83	.86	4.61	1.35	97.91	.14	40.86	.13	.14	0	0	.69	.28	228.19	.81	0	0	.82	40.79	.49	.78
8976	9R	APPLE CRUMBLE WI	100	1	Grams	1	200	63.09	18.4	10.64	2.27	145.41	615.73	2.07	3.12	29.05	0	100.9	101.76	56.47	6.3	77.22	.37	.05	.1	72.2	3.36	27.21	65.84	.2	.04	.01	.72	9.94	.69	.02	0	3.65	.03	.9	1.09	.91	.08	.51	.32	1.86	2.22	11.02	5.12	.03	0	0	1.89	.08	59.29	.78	11.47	0	.36	9.99	8.4	.35
8977	8R	FLAKY PASTRY LAR	100	1	Grams	1	100	12.3	1.16	44.81	2.11	518.43	2159.83	5.68	35.9	45.97	0	526.19	105.47	86.83	13.26	70.65	1.19	.09	.35	841.45	18.4	136.13	247.33	1.7	.13	.01	2.11	1.05	11.63	.12	0	6.85	.13	.58	9.79	11.33	.22	11.04	1.58	10.29	.3	.18	.32	.23	.11	0	1.82	.35	247.04	.88	0	0	1.19	.04	1.11	.98
8978	33R	HADDOCK COATED I	100	1	GRAMS	1	250	70.6	0	4.5	.2	138	582	21.1	4.1	4.5	0	71	380	49	27	220	.2	.01	.5	96	330	0	0	0	.04	.1	8.2	0	2	.5	2	9	.2	2	.49	.83	.1	2.49	0	41	0	0	0	0	0	0	.2	.03	0	0	0	0	.2	0	0	3.37
8979	50B	WONTON SOUP HOME	100	1	Grams	1	500	78.21	.3	9.03	.83	91.57	385.85	8.36	2.57	9.34	0	141.15	169.56	67.51	28	77.07	1.16	.07	.9	184.61	8.09	19.84	270.22	.31	.12	.11	2.86	6.57	.17	.12	.36	16.32	.33	3.21	.7	.87	.03	.5	.01	56.27	.09	.07	.09	0	.02	0	.64	.23	248.29	28.98	14.56	.09	1.07	.08	.22	1.35
8980	27R	CHICKEN CHOW MEI	100	1	Grams	1	500	77.99	.33	12.35	1.31	91.54	387.03	5.56	2.42	12.68	0	102.99	172.72	47.47	31.33	62.86	.88	.08	.52	155.39	2.8	8.02	264.51	0	.03	.05	2.37	6.48	.75	.07	.04	10.42	.24	1.34	.38	.59	.05	1.15	0	12.95	.05	.13	.04	0	.08	0	.83	.3	243.05	28.35	14.25	.03	.84	.09	.23	.91
8981	23R	BEEF & KIDNEY HO	100	1	Grams	1	400	73.47	1.94	13.1	1.9	104.98	443.83	7.65	1.98	15.05	0	128.54	253.89	18.78	15.38	77.24	1.22	.09	1.6	149.13	5.39	6.05	1116.32	.09	.14	.12	2.93	4.29	.21	.26	.96	26.83	.45	2.16	.7	.69	.03	.25	.05	31.13	.37	.91	.28	0	0	.36	1.66	.12	955.03	322.21	0	.26	.96	0	1.93	1.23
8982	23R	POTATO LEAN BEEF	100	1	Grams	1	400	72.19	2.31	12.33	2.05	109.99	464.99	9.7	1.78	14.65	0	92.01	279.73	19.2	16.88	79.85	1.19	.06	2.32	115.22	6.3	.46	1216.27	.16	.15	.05	3.47	5.08	.2	.29	.59	29.03	.38	.55	.57	.6	.04	.34	.03	21.88	.48	1.02	.36	0	0	.43	1.79	.11	1041.73	348.67	0	.25	.94	0	2.3	1.54
8983	34A	COD POACHED IN W	100	1	Grams	1	350	77.99	2.23	0	0	90.35	382.23	16.09	1.96	2.23	0	104.09	347.77	65.21	21.6	231.23	.43	.07	.57	140.7	92.68	25.5	9.75	.01	.08	.14	4.58	.37	.43	.35	2.54	11.46	.28	1.71	1.16	.47	.06	.02	.08	42.63	0	0	0	2.23	0	0	0	0	9.75	0	0	.15	.28	0	2.23	2.56
8984	37G	CAULIFLOWER CHEE	100	1	Grams	1	400	79.98	3.73	.11	1.53	91.06	380.04	6.22	5.73	3.85	0	196.2	250.56	103.32	16.01	116.58	.55	.05	.67	327.86	7.06	27.43	309.9	.05	.15	.13	2.48	19.79	.72	.17	.21	36.1	.57	2.7	2.58	1.89	.25	.47	.14	13.19	1.11	.16	1.09	1.23	0	.13	1.33	.15	302.79	0	13.79	.01	.54	.02	3.71	.98
8985	27R	CHICKEN WITH VEG	100	1	Grams	1	400	81.47	3.44	4.28	1.33	79.11	333.87	7.42	2.28	7.72	0	209.86	198.58	10.96	14.05	80.39	.55	.06	.74	305.84	7.34	16.42	1156.44	0	.16	.14	4.11	.53	.27	.15	.13	11.06	.53	1.58	.66	.9	.07	.42	.03	26.56	.66	2.09	.59	0	.02	.09	.69	.06	988.83	297.04	39.03	.1	.44	.64	2.79	1.18
8986	23R	BOLOGNAISE SAUCE	100	1	Grams	1	300	59.57	5.68	.32	1.53	188.76	787.91	18.43	10.27	6	0	145.07	656.75	38.69	32.36	158.24	2.45	.3	4.06	242.37	13.36	6.73	539.59	.67	.12	.21	8.58	13.32	2.43	.41	1.64	36.07	.79	7.01	4.49	4.08	.1	.22	.5	59.1	2.6	.13	2.79	0	0	.12	1.4	.16	523.06	2.24	29.45	.67	1.77	0	5.68	2.95
8987	54B	JU-TON MALT EXTR	1	1	TEASPOON	1	1	.9	3.4	0	0	18	76	.2	.5	3.4	0	0	0	0	0	0	0	0	0	0	0	65	0	.54	0	0	0	0	.4	0	0	0	0	0	.08	.27	.11	.01	0	3	0	0	0	0	1.7	1.7	0	0	0	0	0	0	0	3.4	0	.03
8988	31R	STEAK & KIDNEY P	100	1	Grams	1	350	65.49	.26	12.25	.67	163.41	687.04	13.53	6.93	12.52	0	249.58	148.11	66.92	12.12	171.81	1.71	.12	2.86	216.42	9.42	56.78	43.09	.85	.06	.24	5.08	.81	1.46	.16	2	12.82	.41	4.48	2.19	2.17	.05	1.62	.32	64.74	.09	.04	.08	.04	0	0	.5	.12	43.09	0	0	.54	1.16	.01	.25	2.19
8989	7R	MCVITIES LIGHT D	100	1	GRAMS	1	60	2.5	19.7	58	5.1	467	1969	6.8	16.5	77.7	0	600	65	92	23	88	3.2	.28	.5	540	15	0	0	0	.14	.11	2.4	0	1.4	.1	0	13	.1	1	6.57	5.06	.13	1.52	2.51	17	.4	18.9	.4	0	0	0	3.1	.45	0	0	0	0	3.2	18.1	1.6	1.19
8990	15B	VERY LOW FAT YOG	100	1	GRAMS	1	220	80.1	16.1	0	.1	78	331	4.1	.1	16.1	0	73	180	89	13	110	.1	0	.4	120	48	0	0	0	.04	.29	1.1	1	0	.1	.2	8	.3	2	.05	.04	0	0	.01	1	1.4	9.3	1.5	2.9	0	1	.1	0	0	0	0	0	.1	9.3	6.8	.64
8991	23R	SHEPHERDS PIE LE	100	1	Grams	1	400	76.84	2.68	7.15	2.32	94.66	398.85	7.53	3.07	9.84	0	237.99	237.58	27.74	18.09	74.08	1.35	.05	1.5	337.52	4.72	6.19	649.09	.19	.08	.05	2.91	1.62	.35	.15	.61	22.86	.26	1.06	1.22	1.13	.08	.19	.15	18.31	.56	1.48	.56	0	0	.06	1.45	.14	556.5	185.19	0	.2	1.14	1.78	.9	1.21
8992	40R	FRUIT PIE FILLIN	100	1	GRAMS	1	300	79.9	12.5	4.8	3	66	282	.3	0	17.3	0	43	84	30	5	15	1	.02	0	45	3	0	17	0	.01	.01	.3	7	.5	0	0	3	0	0	0	0	0	0	0	0	4.5	3.3	4.7	0	0	0	1.9	.1	17	0	0	0	1	9.7	2.7	.04
8993	9R	CRUMBLE MADE WIT	100	1	Grams	1	200	43.15	21	20.98	3.04	266.92	1123.63	3	10.82	41.99	0	128.04	99.78	52.58	15.85	53.45	1.27	.09	.35	194.87	7.69	94.33	48.57	1.01	.07	.01	1.47	3.94	2.01	.06	0	6.35	.06	.51	3.22	4.09	.33	1.42	1.16	30.8	2.66	15.41	2.77	.12	.02	0	2.28	.37	48.57	0	0	0	1.26	18.89	2.05	.52
8994	24R	MINCED LAMB WITH	100	1	Grams	1	400	63.9	1.91	.5	1.21	220.91	918.54	15.01	16.86	2.42	0	40.6	215.28	29.85	16.84	101.59	1.38	.08	3.21	63.99	5.1	2.27	413.76	.35	.08	.09	4.79	26.29	2.32	.13	1.3	11.28	.75	1.62	6.27	4.3	.32	3.5	.96	61.4	.58	.36	.58	0	0	.36	.95	.09	383.15	7.95	46.8	.39	.98	0	1.91	2.4
8995	37G	CAULIFLOWER CASS	100	1	Grams	1	400	85.07	3.55	2.84	2.16	42.69	180.37	2.77	.83	6.39	0	11.63	281.81	20.57	15.97	57.39	.72	.05	.41	47.19	1.66	0	571.93	0	.13	.04	1.56	40.9	.77	.21	0	45.78	.45	1.42	.14	.08	.25	.21	0	0	1.51	.32	1.46	0	0	.24	1.97	.21	544.9	3.88	45.82	0	.72	0	3.55	.44
8996	54C	DALIVIT MULTIVIT	1	1	DROPS	1	1	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	10	1	.4	5	50	0	.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8997	27R	CHICKEN WITH YOG	100	1	Grams	1	400	86.74	3.24	1.61	.54	60.05	252.76	3.45	3.14	4.86	0	81.03	215.96	53.82	12.48	62.37	.33	.04	.26	121.77	16.84	4.8	164.98	0	.04	.07	1.75	6.54	1.56	.1	.04	12.58	.28	1.88	.58	.75	.06	1.5	0	4.34	.7	0	.75	1.05	0	.66	.47	.07	161.3	0	5.78	.01	.32	0	3.24	.54
8998	24R	MINCED LAMB WITH	100	1	Grams	1	400	64.67	.79	.5	.33	219.5	913.2	17.2	16.22	1.3	0	61.78	158.8	35.64	14.2	126.29	1.77	.07	3.55	79.16	14.3	50.83	127.58	.73	.06	.14	5.24	.68	.36	.1	1.81	8.51	.99	5.07	7.76	4.4	.24	.84	1.12	141.48	.25	.15	.21	0	0	.18	.28	.17	127.58	0	0	.41	1.35	0	.79	2.75
8999	24R	LAMB CURRY WITH	100	1	Grams	1	400	39.5	2.16	1.67	2.35	129.79	543.62	13.54	6.8	3.84	0	24.71	136.82	30.81	14.79	94.15	1.65	.05	2.91	37.45	3.1	0	174.49	.28	.1	.08	4.28	4.01	.15	.12	1.09	16.71	.6	.95	3.21	1.77	.13	.41	.56	39.74	.24	.87	.2	0	0	.84	1.67	.24	170.1	7.9	0	.31	1.26	0	2.16	2.17
9000	25R	BOLOGNAISE SAUCE	100	1	Grams	1	300	74.54	1.96	.32	.72	148.53	618.54	10.22	10.24	2.28	1.01	164.64	281.68	14.41	15	92.43	.68	.07	.94	163.14	5.09	0	762.17	.37	.12	.09	4.74	5.42	.55	.23	.33	17.99	.49	1.34	3.66	4.15	.17	1.44	.04	35.33	.74	.29	.74	0	0	.13	.63	.07	661.38	196.21	4.21	.1	.57	.02	1.93	1.63
9001	50B	LENTIL SOUP WITH	100	1	Grams	1	500	86.86	2.1	3.46	1.57	50.41	211.9	3.39	1.78	5.56	0	111.43	146.78	13.5	9.06	43.05	.78	.07	.43	177.72	1.19	0	1090.17	.03	.1	.02	1.21	2.18	.48	.11	.04	13.4	.24	.65	.59	.66	.07	.27	0	5.09	.56	.57	.55	0	0	.4	1.06	.14	945.35	287.61	2	.01	.77	0	2.1	.54
9002	38B	POTATO WAFFLES/F	100	1	Grams	1	360	51.34	.56	28.8	2.39	212.67	893.13	3.07	10.03	29.37	0	416.69	464.51	30.74	20.49	116.12	.48	0	.25	610.24	3.41	0	10.24	0	.1	.05	2.23	34.83	2.96	.22	0	27.32	.22	0	4.31	2.76	.34	1.38	.76	16.12	.22	.34	0	0	0	0	1.93	.15	10.24	0	0	0	.45	0	.56	.49
9003	33R	FISH FINGERS COA	100	1	Grams	1	180	53.73	0	16.06	.67	232.76	972.8	13.12	13.31	16.06	0	531.67	339.36	99.54	31.67	271.49	.79	.04	.33	565.61	124.43	0	0	0	.11	.08	4.18	0	.3	.11	1.07	16.96	.3	1.07	5.01	4.17	.31	2.06	1.15	52.03	0	0	0	0	0	0	.67	.33	0	0	0	0	.79	0	0	2.09
9004	35R	TUNA FISH PIE (P	100	1	Grams	1	200	76.83	.81	13.6	1.09	97.47	411.13	4.75	2.69	14.42	0	190.09	260.47	13.5	15.45	53.8	.51	.06	.41	321.94	5.6	20.06	15.75	.71	.14	.02	3.1	4.7	.7	.29	.45	21.08	.38	.22	.77	.86	.06	.73	.1	6.15	.15	.38	.11	.01	.14	0	.94	.08	15.75	0	0	.08	.43	.25	.56	.76
9005	46A	LEMON SQUASH CON	100	1	Grams	1	400	55.14	43.14	0	.09	162.25	691.8	.04	.01	43.14	0	2.22	10.17	3.58	.95	.9	.06	.04	.05	.45	.09	0	.36	0	0	0	.01	3.06	0	0	0	.63	0	.09	0	0	0	0	0	0	.05	43.05	.03	0	0	0	.08	0	.36	0	0	0	.02	43.02	.12	0
9006	8R	BLACK FOREST GAT	100	1	Grams	1	190	27.93	33.82	8.92	.38	364.19	1526.91	8.72	18.92	42.75	0	254.36	191.1	55.4	45.61	162.4	2	.37	1.27	293.28	41.9	201.78	46.11	2.02	.07	.2	2.72	0	2.32	.07	1.21	16.63	.75	10.53	5.92	7.06	.4	2.25	1.34	232.41	.05	33.55	.05	.14	.02	0	.32	.09	46.11	0	0	0	1.97	33.52	.3	1.41
9007	35R	TUNA PIE (PUFF P	100	1	Grams	1	200	33.6	2.05	20.65	.92	431.52	1791.77	8.33	34.78	22.7	0	279.13	128.58	72.56	14.44	92.88	.86	.07	.48	458.82	13.71	171.64	224.93	2.69	.07	.07	4.81	.42	6.05	.17	.96	5.06	.18	1.29	14.36	8.68	.16	4.6	4.32	71.8	.13	.07	.13	1.65	.05	0	.8	.15	224.93	0	0	.09	.77	0	2.04	1.36
9008	8R	FLAN PASTRY RICH	100	1	Grams	1	100	2.33	12.83	44.8	2.11	548.73	2291.88	6.99	33.82	57.63	0	511.13	101.46	95.64	13.94	112.45	1.82	.12	.77	821.47	26.8	271.46	361.91	3.38	.15	.05	2.53	0	2.01	.14	.59	16.6	.48	4.91	13.97	10.64	.02	2.41	4.66	203.23	.29	11.75	.29	.37	.11	0	1.82	.36	361.91	0	0	0	1.81	11.57	1.25	1.19
9009	41R	GLAZE FOR FLAN	100	1	GRAMS	1	40	77.21	9.13	11.33	.11	80.54	344.78	.58	.18	20.46	0	16.66	161.45	12.11	9.07	18.14	.37	.01	.03	17.98	2.42	0	17.44	0	.08	.02	.3	44.12	.2	.1	0	23.6	.1	1.02	.03	.04	.01	.07	0	0	2.36	4.31	2.56	0	0	0	.11	.06	5.13	2.05	21.55	0	.37	9.13	0	.09
9010	8R	SPONGE CAKE MADE	100	1	Grams	1	190	18.13	30.33	20.9	1.15	434.4	1820.01	6.34	24.19	51.23	0	358.51	100.57	120.96	10.36	191.86	1.16	.11	.58	430.14	29.31	186.73	236.16	2.15	.08	.12	2.11	0	2.89	.08	.7	10.14	.46	6.48	8.75	8.92	.49	2.74	1.41	147.27	.19	29.97	.16	0	0	0	.87	.17	235.88	.84	0	0	1.13	29.96	.36	1.05
9012	25R	PORK, VEG & POTA	100	1	Grams	1	400	80.34	1.56	9.18	1.24	77.38	327.03	5.74	1.56	10.74	0	144.22	159.32	19.61	9.38	47.09	.52	.05	.64	138.09	2.92	0	1518.55	.1	.14	.04	2.17	3.24	.17	.19	.09	18.43	.24	.83	.52	.5	.03	.31	0	12.86	.45	.58	.36	0	.01	.12	1.08	.08	1291.64	453.81	0	.07	.44	.01	1.54	.92
9014	52R	BOOTS RICE PUDDI	100	1	Grams	1	0	75.3	11.4	8.3	.3	112	473	3	2.9	19.7	0	36	90	28	9	63	1	.07	.06	56	6	85	0	1.22	.05	.07	.8	9	.8	0	.2	8	.3	2	1.78	.77	.02	.04	.14	34	.7	6.7	.7	3.3	0	0	.3	.01	0	0	0	0	1	6.7	4.7	.48
9015	9R	TRIFLE, WITH WHI	100	1	Grams	1	200	63.21	18.12	6.59	1.03	167.7	704.51	2.57	7.15	24.72	0	160.47	103.93	36.31	8.96	83.65	.5	.05	.24	158.48	10.59	47.28	21.81	.5	.02	.06	.81	1.5	.63	.04	.07	5.46	.23	2.28	4.53	1.58	0	.43	.19	36.87	1.57	14.01	1.32	1.01	.17	0	.78	.09	17.61	0	8.4	0	.5	15.71	2.4	.43
